Rank 	Journal Name 	Counts
1919	INSECT BIOCHEM	6
1920	INT HEPATOL COMMUN	6
1921	INT J BIOL	6
1922	INT J CURR RES	6
1923	INT J HEMATOL	6
1924	INT J ODONATOL	6
1925	INT J PHARM PHARM SCI	6
1926	INTEGR ZOOL	6
1927	INVESTIG GENET	6
1928	IRAN J MICROBIOL	6
1929	J AM ASSOC LAB ANIM SCI	6
1930	J AOAC INT	6
1931	J ASSIST REPROD GENET	6
1932	J CHEM NEUROANAT	6
1933	J CLIN IMMUNOL	6
1934	J ENDOTOXIN RES	6
1935	J EQUINE SCI	6
1936	J EXP ZOOLOG PART A COMP EXP BIOL	6
1937	J FOOD SCI TECHNOL	6
1938	J ICHTHYOL	6
1939	J IMMUNOTHER	6
1940	J KOREAN MED SCI	6
1941	J LIFE SCI	6
1942	J NUTR BIOCHEM	6
1943	J PARASITOL RES	6
1944	J PEDIATR	6
1945	J PEPT SCI	6
1946	J PHOTOCHEM PHOTOBIOL B, BIOL	6
1947	J PLANT PATHOL MICROBIOL	6
1948	J PLANT PROT RES	6
1949	J STORED PROD RES	6
1950	J THROMB HAEMOST	6
1951	JI YIN ZU XUE YU YING YONG SHENG WU XUE	6
1952	JISHENGCHONG YU YIXUE KUNCHONG XUEBAO	6
1953	JPN J SYST ENTOMOL	6
1954	KANSENSHOGAKU ZASSHI	6
1955	KOREAN J MICROBIOL	6
1956	KUN CHONG FEN LEI XUE BAO	6
1957	LAT AM J AQUAT RES	6
1958	LEG MED	6
1959	LIVEST SCI	6
1960	MAMM RES	6
1961	MATRIX	6
1962	MEDICINE	6
1963	MEM MUS VIC	6
1964	MEM QUEENSL MUS	6
1965	MESOAM HERPETOL	6
1966	METAB CLIN EXP	6
1967	MICROB ECOL HEALTH DIS	6
1968	MIKROBIOL Z	6
1969	MOL CYTOGENET	6
1970	MOL NUTR FOOD RES	6
1971	MYCOLOGIA,	6
1972	N Z J CROP HORTIC SCI	6
1973	N Z VET J	6
1974	NAT CROAT	6
1975	NEUROPSYCHOPHARMACOLOGY	6
1976	NIPPON RINSHO	6
1977	NITRIC OXIDE	6
1978	NORTH WEST J ZOOL	6
1979	NORTHWEST NAT	6
1980	ORG BIOMOL CHEM	6
1981	ORNITHOL SCI	6
1982	ORNITOL NEOTROP	6
1983	PAN-PAC ENTOMOL	6
1984	PERIOD BIOL	6
1985	PHYTONEURON	6
1986	PING TU HSUEH PAO	6
1987	PLANT DIVERSITY RESOUR	6
1988	PLANT PROT SCI	6
1989	PLANT REPROD	6
1990	POL BOT J	6
1991	PREV VET MED	6
1992	PROC ACAD NAT SCI PHILADELPHIA	6
1993	PROSTAGLANDINS LEUKOT ESSENT FATTY ACIDS	6
1994	PSYCHE	6
1995	QUAT SCI REV	6
1996	REV BIOL MAR OCEANOGR	6
1997	REV BRAS ORNITOL	6
1998	REV FISH BIOL FISH	6
1999	ROUX'S ARCH DEV BIOL	6
2000	SCAND J FOR RES	6
2001	SHANGHAI HAI YANG DA XUE XUE BAO	6
2002	SHOKUHIN EISEIGAKU ZASSHI	6
2003	SICHUAN DONG WU	6
2004	STUD DIPTEROL	6
2005	SUBMISSION RECEIVED	6
2006	SUGAR TECH	6
2007	SYST BOT MONOGR	6
2008	TOMBO	6
2009	TRANS ASSOC AM PHYSICIANS	6
2010	TRANSFUS MED	6
2011	TRENDS PARASITOL	6
2012	UKR BIOKHIM ZH	6
2013	VIROL REP	6
2014	XI BEI NONG LIN KE JI DA XUE XUE BAO ZI RAN KE XUE BAN	6
2015	XUMU YU SHOUYI	6
2016	ZHEJIANG NONG YE DA XUE XUE BAO	6
2017	ZHONG YAO CAI	6
2018	ZHONGGUO JIAQIN	6
2019	ZHONGGUO SHENGWU HUAXUE YU FENZI SHENGWU XUEBAO	6
2020	ZHONGHUA ZHONG LIU ZA ZHI	6
2021	ZOOL LETT	6
2022	ZOOLOGIA	6
2023	ACTA CRYSTALLOGR	5
2024	ACTA MED OKAYAMA	5
2025	ACTA PHARMACOL SIN	5
2026	ADV ANIM VET SCI	5
2027	AGARICA	5
2028	AGRI GENE	5
2029	AI ZHENG	5
2030	AM J MED GENET A	5
2031	AM J TRANSPLANT	5
2032	AMYLOID	5
2033	AN ACAD BRAS CIENC	5
2034	ANHUI NONGXUEYUAN XUEBAO	5
2035	ANN CLIN LAB SCI	5
2036	ARCH INT PHYSIOL BIOCHIM	5
2037	ARQ INST BIOL	5
2038	ASIAN PAC J CANCER PREV	5
2039	ATHEROSCLEROSIS	5
2040	AUST J BIOL SCI	5
2041	AUST MAMMAL	5
2042	AUST MYCOL	5
2043	AUSTRAL ECOL	5
2044	AUTOPHAGY	5
2045	AVIAN RES	5
2046	BEHAV GENET	5
2047	BELG J BOT	5
2048	BELG J ZOOL	5
2049	BIOCELL	5
2050	BIOCHEM MED METAB BIOL	5
2051	BIODIVERS J	5
2052	BIODIVERSITY	5
2053	BIOMED BIOCHIM ACTA	5
2054	BIORESOURCES	5
2055	BIOTEKHNOLOGIIA	5
2056	BIOTROPICA	5
2057	BMC PHYSIOL	5
2058	BMC STRUCT BIOL	5
2059	BOLL ASSOC MICOL ECOL ROMANA	5
2060	BOT SCI	5
2061	BR J BIOMED SCI	5
2062	BR J NUTR	5
2063	BR MICROBIOL RES J	5
2064	BRAZ ARCH BIOL TECHNOL	5
2065	BRAZ J BIOL	5
2066	BREVIORA	5
2067	BULL FAC AGRIC SHIZUOKA UNIV	5
2068	BULL OEPP	5
2069	BULL SOC LINN PROVENCE	5
2070	BULL VET INST PULAWY	5
2071	CALCIF TISSUE INT	5
2072	CARIBB J SCI	5
2073	CELL BIOCHEM BIOPHYS	5
2074	CHEM ENG J	5
2075	CHEM RES TOXICOL	5
2076	CHEMOECOLOGY	5
2077	CIENC MAR	5
2078	CLIN PHARMACOL THER	5
2079	CRYOBIOLOGY	5
2080	CURR MOL MED	5
2081	CYTOSKELETON	5
2082	DESALINATION WATER TREAT	5
2083	DEV BIOL STAND	5
2084	DEV IMMUNOL	5
2085	DIS MODEL MECH	5
2086	DNA TESTING	5
2087	ECOL ENG	5
2088	ENDOTHELIUM	5
2089	ENFERM INFECC MICROBIOL CLIN	5
2090	ENVIRON ENG RES	5
2091	ENZYME RES	5
2092	ESTUARIES COAST	5
2093	EUR J FOREST PATHOL	5
2094	EUR J HORTIC SCI	5
2095	EXP MOL MED	5
2096	FED PROC	5
2097	FEDDES REPERT	5
2098	FORESTRY	5
2099	FORMOS ENTOMOL	5
2100	FRONT CELL NEUROSCI	5
2101	FRONT NEUROSCI	5
2102	FUTURE MICROBIOL	5
2103	GENOME,	5
2104	GENOMICS PROTEOMICS BIOINFORMATICS	5
2105	HAN-GUG YANGSIG HAG-HOEJI	5
2106	HANGUG NONGHWAHAG HOEJI	5
2107	HEPAT RES TREAT	5
2108	HONYURUI KAGAKU	5
2109	HORM BEHAV	5
2110	HORM METAB RES	5
2111	HUM GENOME VAR	5
2112	HYOGO BIOLOGY	5
2113	IDCASES	5
2114	IND CROPS PROD	5
2115	INDIAN J ANIM SCI	5
2116	INDIAN J APPL RES	5
2117	INT J ADV BIOTECHNOL RES	5
2118	INT J ADV RES	5
2119	INT J AGRIC BIOL	5
2120	INT J CURR RES BIOSCI PLANT BIOL	5
2121	INT J DEV NEUROSCI	5
2122	INT J MED MUSHROOMS	5
2123	INT J PLANT GENOMICS	5
2124	INT J POULT SCI	5
2125	INT J SPELEOL	5
2126	INVASIVE PLANT SCI MANAG	5
2127	IRAN J FISH SCI	5
2128	J AIDS CLIN RES	5
2129	J APPL BIOL CHEM	5
2130	J APPL ECOL	5
2131	J ASIAN NAT PROD RES	5
2132	J BIOL INORG CHEM	5
2133	J BLACK SEA MEDITERR ENVIRON	5
2134	J CETACEAN RES MANAG	5
2135	J CROP PROT	5
2136	J CULT HERIT	5
2137	J ECOL ENVIRON	5
2138	J ETHNOPHARMACOL	5
2139	J EXP ZOOLOG PART B MOL DEV EVOL	5
2140	J FOOD SAF	5
2141	J HEALTH SCI	5
2142	J IMMUNOGENET	5
2143	J MAR BIOL	5
2144	J MAR SCI TECHNOL	5
2145	J MICROBIOL BIOTECHNOL FOOD SCI	5
2146	J MOL DIAGN	5
2147	J MYCOL MED	5
2148	J NEUROL SCI	5
2149	J PATHOG	5
2150	J PHYLOGENETICS EVOL BIOL	5
2151	J PHYTOGEOGR TAXON	5
2152	J PINEAL RES	5
2153	J R SOC INTERFACE	5
2154	J RES LEPID	5
2155	J STEROID BIOCHEM	5
2156	J THEOR BIOL	5
2157	J TRANSL MED	5
2158	J WOOD SCI	5
2159	J WORLD AQUAC SOC	5
2160	JAMA	5
2161	JOURNAL OF FORESTRY RESEARCH	5
2162	JPN J FOOD MICROBIOL	5
2163	JPN J PHARMACOL	5
2164	JUNWU YANJIU	5
2165	LEARN MEMORY	5
2166	LEPID SCI	5
2167	LIMNOL OCEANOG	5
2168	LIMNOLOGICA	5
2169	LIN YE KE XUE YAN JIU	5
2170	LINDLEYANA	5
2171	MABS	5
2172	MAGY ALLATORVOSOK LAPJA	5
2173	MAYDICA	5
2174	MECH AGEING DEV	5
2175	MED SCI MONIT	5
2176	MED WETER	5
2177	MEDCHEMCOMM	5
2178	MEDICINA	5
2179	MENDEZ-VILAS,A	5
2180	METHODS	5
2181	MICROBIOLOGIA	5
2182	MIKROBIOLOGIYA	5
2183	MIKROBIYOL BUL	5
2184	MITOCHONDRIAL DNA A DNA MAPPSEQ ANAL,	5
2185	MMWR MORB MORTAL WKLY REP	5
2186	MP, MOL PATHOL	5
2187	MUSCLE NERVE	5
2188	MUSHROOM SCI BIOTECHNOL	5
2189	MYCOL PROGRESS	5
2190	MYCOTOXIN RES	5
2191	N Z PLANT PROT	5
2192	NANJING NONG YE DA XUE XUE BAO	5
2193	NAT CLIM CHANG	5
2194	NEUROBIOL AGING	5
2195	NEUROPEPTIDES	5
2196	NEW J BOTANY	5
2197	NONGYE SHENGWU JISHU XUEBAO	5
2198	NOR J ENTOMOL	5
2199	OIKOS	5
2200	OMICS	5
2201	OPEN MICROBIOL J	5
2202	OPEN ORNITHOL J	5
2203	ORAL ONCOL	5
2204	ORV HETIL	5
2205	PANCREAS	5
2206	PATHOL INT	5
2207	PESQUI AGROPECU BRAS	5
2208	PESQUI VET BRAS	5
2209	PESTIC SCI	5
2210	PHILIPP AGRIC SCI	5
2211	PLANT ECOL DIVERS	5
2212	PLANT PATHOL QUAR J FUNGAL BIOLOG	5
2213	POL J VET SCI	5
2214	POLAR SCIENCE	5
2215	PROC ANNU MEET AM ASSOC CANCER RES	5
2216	PROC NATL SCI COUNC REPUB CHINA B	5
2217	PROG NUCLEIC ACID RES MOL BIOL	5
2218	PROG OCEANOGR	5
2219	PROMEGA NOTES	5
2220	PROTISTOLOGY	5
2221	RES J BIOTECHNOL	5
2222	REV BRAS BOT	5
2223	REV BRAS ENTOMOL	5
2224	ROM BIOTECHNOL LETT	5
2225	ROUXS ARCH DEV BIOL	5
2226	SAINS MALAYS	5
2227	SAPPORO MED J	5
2228	SCI CHINA B	5
2229	SCI DATA	5
2230	SCIENTIFICA	5
2231	SEIKATSU EISEI	5
2232	SENSORS	5
2233	SHENG MING KE XUE YAN JIU	5
2234	SHENG WU DUO YANG XING	5
2235	SHI JIE HUA REN XIAO HUA ZA ZHI	5
2236	SIGMUL SAENGMYEONG GONG HAGHOEJI	5
2237	SORUI	5
2238	SYST ENTOM	5
2239	THE AUK	5
2240	TOXICOLOGY	5
2241	TR ZOOL INST	5
2242	TRANSPL IMMUNOL	5
2243	TROP AGRIC RES	5
2244	UNKNOWN A	5
2245	WATER ENVIRON RES	5
2246	WEED BIOL MANAG	5
2247	WEED TECHNOL	5
2248	WEEVIL NEWS	5
2249	WEI SHENG WU XUE ZA ZHI	5
2250	WEISS,R L , TEICH,N , VARMUS,H AND COFFIN,J	5
2251	WILSON K L , MORRISON D A	5
2252	WORLD APPL SCI J	5
2253	WULFENIA	5
2254	XI BEI NONG YE XUE BAO	5
2255	YING YONG KUN CHONG XUE BAO	5
2256	Z PFLANZENKR PFLANZENSCHUTZ	5
2257	ZHI WU SHENG LI XUE BAO	5
2258	ZHIWU FENLEI XUEBAO [ACTA PHYTOTAXONOMICA SINICA]	5
2259	ZHONGGUO BING YUAN SHENG WU XUE ZA ZHI	5
2260	ZHONGGUO SHOU YI ZA ZHI	5
2261	ZHONGHUA ER KE ZA ZHI	5
2262	ZHONGHUA JIAN YAN YI XUE ZA ZHI	5
2263	ZHONGSHAN DAXUA XUEBAO ZIRAN KEXUEBAN	5
2264	ACS CHEM NEUROSCI	4
2265	ACTA AGRIC SLOV	4
2266	ACTA BIOTECHNOL	4
2267	ACTA CRYSTALLOGR SECT F STRUCT BIOL CRYST COMMUN F	4
2268	ACTA PHARM SIN B	4
2269	ACTA ZOOL LITU	4
2270	ADV BIOMED RES	4
2271	ADV ENZYME REGUL	4
2272	AGING	4
2273	AGRIC ECOSYST ENVIRON	4
2274	ALYTES	4
2275	AM J ENOL VITIC	4
2276	AM J HUM BIOL	4
2277	AM J INFECT CONTROL	4
2278	AM J PHYSIOL CELL PHYSIOL	4
2279	AM J REPROD IMMUNOL	4
2280	ANAL BIOANAL CHEM	4
2281	ANC BIOMOL	4
2282	ANIM BIODIVERS CONSERV	4
2283	ANIM SCI PAP REP	4
2284	ANN ENTOMOL SOC AMER	4
2285	ANN HEMATOL	4
2286	ANN INST PASTEUR MICROBIOL	4
2287	ARCH ENVIRON CONTAM TOXICOL	4
2288	ARCH PROTISTENKUNDE	4
2289	ARQ BRAS MED VET ZOOTEC	4
2290	ASIAN J MICROBIOL BIOTECHNOL ENVIRON SCI	4
2291	ASIAN J PLANT PATHOL	4
2292	AUTOIMMUN REV	4
2293	BALT FOR	4
2294	BASIC APPL ECOL	4
2295	BASTERIA	4
2296	BIOCHEM PHYSIOL PFLANZ	4
2297	BIOCHEM SOC SYMP	4
2298	BIODIVERS RES CONSERV	4
2299	BIOFACTORS	4
2300	BIOGEOGRAPHICA	4
2301	BIOINFORM BIOL INSIGHTS	4
2302	BIOMARKERS	4
2303	BIOPOLIM KLETKA	4
2304	BIOS	4
2305	BIOSYSTEMS	4
2306	BIOTECHNOL RES INT	4
2307	BIRD STUDY	4
2308	BOL MICOLOG FAMCAL	4
2309	BOL SANID VEG , PLAGAS	4
2310	BR BIOTECHNOL J	4
2311	BRAIN	4
2312	BRAZ J PLANT PHYSIOL	4
2313	BULL - MT DESERT ISL BIOL LAB	4
2314	BULL DALNEVOST MALAKOL OBS	4
2315	BULL UNIV AGRIC SCI VET MED CLUJ NAPOCA	4
2316	CAN J BIOCHEM CELL BIOL	4
2317	CAN J PLANT SCI	4
2318	CANCER DETECT PREV	4
2319	CANCER GENE THER	4
2320	CANCER GENET	4
2321	CELL COMMUN ADHES	4
2322	CHEM BIODIVERS	4
2323	CHIN J AGRIC BIOTECHOL	4
2324	CHIN MED	4
2325	CHUNG-HUA CHUNG LIU TSA CHIH	4
2326	CHUNG-HUA I HSUEH TSA CHIH	4
2327	CLIN BIOCHEM	4
2328	CLIN ENDOCRINOL	4
2329	CLIN LAB	4
2330	CLIN SCI	4
2331	COAST MAR SCI	4
2332	COMP BIOCHEM PHYSIOL BIOCHEM MOL BIOL	4
2333	CURR RES ENVIRON APPL MYCOL J FUNGAL BIOL	4
2334	DALNEVOST Z INFEKC PATOL	4
2335	DEEP SEA RES A	4
2336	DENISIA	4
2337	DEV NEUROBIOL	4
2338	DEV NEUROSCI	4
2339	DIABETES RES CLIN PRACT	4
2340	DOBUTSU IDEN IKUSHU KENKYU	4
2341	DOC MYCOL	4
2342	DONGBEI LIN YE DA XUE XUE BAO	4
2343	DONGWU YIXUE JINZHAN	4
2344	DRUG METAB PHARMACOKINET	4
2345	DTW DTSCH TIERARZTL WOCHENSCHR	4
2346	ECOSPHERE	4
2347	EMBO MOL MED	4
2348	ENG LIFE SCI	4
2349	ENTOMOL Z INSEKTENBORSE	4
2350	ENTOMOTECH	4
2351	ESAKIA	4
2352	EUR J HISTOCHEM	4
2353	EUR J MED GENET	4
2354	EXP GERONTOL	4
2355	EXP PHYSIOL	4
2356	EXPERIENTIA SUPPL	4
2357	FAUNA RYUKYUANA	4
2358	FIELD CROPS RES	4
2359	FISH SHELLFISH IMMUNOL -,	4
2360	FISHTAXA	4
2361	FOODBORNE PATH DIS	4
2362	FREE RADIC RES	4
2363	FRONT CHEM	4
2364	FRONT NEUROANAT	4
2365	FUJIAN NONG YE XUE BAO	4
2366	GARD BULL	4
2367	GENE THER MOL BIOL	4
2368	GENOMICS APPL BIOL	4
2369	GEOCHIM COSMOCHIM ACTA	4
2370	GRAPH SCR	4
2371	GROWTH HORM IGF RES	4
2372	GUANGDONG NONG YE KE XUE	4
2373	GYNECOL ONCOL	4
2374	HAMATOL BLUTTRANSFUS	4
2375	HAN GUG EORYU HAG HOEJI	4
2376	HANGUK UNGYONG KONCHUNG HAKHOE CHI	4
2377	HANGUK WONYE HAKHOE CHI	4
2378	HUAN JING KUN CHONG XUE BAO	4
2379	HUM PATHOL	4
2380	HUM VACCIN	4
2381	HUNAN AGRIC SCI TECHNOL	4
2382	IKUSHUGAKU KENKYU	4
2383	INDIAN J GENET PLANT BREED	4
2384	INFECT DIS	4
2385	INSECT CONSERV DIVERS	4
2386	INSECTA MUNDI	4
2387	INT AQUAT RES	4
2388	INT IMMUNOPHARMACOL	4
2389	INT J BIODIVERS CONSERV	4
2390	INT J MOL CELL MED	4
2391	INT J NEMATOL	4
2392	INT J PARASITOL DRUGS DRUG RESIST	4
2393	INT J PEPT PROTEIN RES	4
2394	INT J PHARMTECH RES	4
2395	INT J RECENT SCI RES	4
2396	INT J SCI RES	4
2397	INTERDISCIP SCI	4
2398	INVERTEBRATE SURVIV J	4
2399	IOBC/WPRS BULL	4
2400	IR VET J	4
2401	IRAN BIOMED J	4
2402	IRAN J ARTHROPOD BORNE DIS	4
2403	IRAN RED CRESCENT MED J	4
2404	J AM SOC BREW CHEM	4
2405	J APPL BOT FOOD QUAL	4
2406	J APPL PHYSIOL	4
2407	J ASIA PAC BIODIVERS	4
2408	J AVIAN MED SURG	4
2409	J BACTERIOL VIROL	4
2410	J BIOCHEM BIOPHYS METHODS	4
2411	J BIOL ENG	4
2412	J CHROMATOGR B ANALYT TECHNOL BIOMED LIFE SCI	4
2413	J CHROMATOGR B BIOMED SCI APPL	4
2414	J CLIN LAB ANAL	4
2415	J CONCHOL	4
2416	J EGYPT SOC PARASITOL	4
2417	J ENTOMOL SOC B C	4
2418	J ENTOMOL ZOOL STUD	4
2419	J ENVIRON QUAL	4
2420	J ENVIRON SCI HEALTH B	4
2421	J FELINE MED SURG	4
2422	J FIELD ORNITHOL	4
2423	J GENET BREED	4
2424	J GENET MOL BIOL	4
2425	J HUAZHONG UNIV SCI TECHNOL MED SCI	4
2426	J IMMUNOL RES	4
2427	J INNATE IMMUN	4
2428	J INTEGR AGRIC	4
2429	J JPN ASSOC INFECT DIS	4
2430	J JSCE, SER G	4
2431	J LAB CLIN MED	4
2432	J MED SCI	4
2433	J MOL HISTOL	4
2434	J NATL CANCER INST MONOGRAPHS	4
2435	J NEUROPATHOL EXP NEUROL	4
2436	J NUTR SCI VITAMINOL	4
2437	J PEDIATR GASTROENTEROL NUTR	4
2438	J PHYSIOL SCI	4
2439	J PLANT NUTR SOIL SCI	4
2440	J RECEPT RES	4
2441	J REPROD IMMUNOL	4
2442	J SPECIES RES	4
2443	J TROP AGRIC FOOD SCI	4
2444	J TROP BIOL CONSERV	4
2445	J TROP ECOL	4
2446	J VECTOR BORNE DIS	4
2447	JABS	4
2448	JI GUANG SHENG WU XUE BAO	4
2449	JI SHENG CHONG YU YI XUE KUN CHONG XUE BAO	4
2450	JIANGSU NONG YE KE XUE	4
2451	JIANGSU NONG YE XUE BAO	4
2452	JOURNAL OF PHYCOLOGY	4
2453	JPN J ORNITHOL	4
2454	JUNWU XITONG	4
2455	KANTOU TOUSAN BYOUGAICHUU KENKYUUKAIHOU	4
2456	KOREAN J MALACOL	4
2457	LAT AM J AQUAT MAMM	4
2458	LICHENOLOGY	4
2459	LIFE SCI ADV GENET	4
2460	LIVER INT	4
2461	LUPUS	4
2462	MAJALLAH IULUM I PAYAH I PIZISHKI I IRAN	4
2463	MATHIS P	4
2464	MED J AUST	4
2465	MED MYCOL ,	4
2466	MEM N Y BOT GARD	4
2467	MIANYIXUE ZAZHI	4
2468	MICROBIOL CULT COLLECT	4
2469	MICROPALEONTOLOGY	4
2470	MINER ENG	4
2471	MITT DTSCH GES ALLG ANGEW ENTOMOL	4
2472	MITT MUS NATURKUNDE BERL DTSCH ENTOMOL Z	4
2473	MOL BIOL RES COMMUN	4
2474	MOL CANCER THER	4
2475	MOL PSYCH	4
2476	MYCOL BALC	4
2477	MYCOL IRAN	4
2478	N Z J ECOL	4
2479	NANJING SHI DA XUE BAO	4
2480	NAT GEOSCI	4
2481	NAT PROD RES ,	4
2482	NATURE GENET	4
2483	NEUROSCI RES COMMUN	4
2484	NIPPON IKA DAIGAKU ZASSHI	4
2485	NORTHWEST SCI	4
2486	NOTORNIS	4
2487	NOV SIST NIZS RAST	4
2488	NOVA HEDWIG BEIH	4
2489	NUCLEIC ACIDS RES SPEC PUBL	4
2490	OCEAN SCI J	4
2491	ONTOGENEZ	4
2492	OPEN J GENET	4
2493	OPEN VIROL J	4
2494	OSTEOARTHR CARTIL	4
2495	OSTERR Z PILZKD	4
2496	PALEOCEANOGRAPHY	4
2497	PAP AVULSOS ZOOL	4
2498	PEDIATR BLOOD CANCER	4
2499	PHARMACOGENOMICS	4
2500	PHARMACOGENOMICS J	4
2501	PHARMACOL RES	4
2502	PHILIPP J SCI	4
2503	PHYTOPATHOLOGY, PHYTO	4
2504	PLANT HEALTH PROG , DOI:	4
2505	PLANT PHYSIOL SUPPL	4
2506	PLANT SCI LETT	4
2507	PLANTS	4
2508	POL POLAR RES	4
2509	POLAR RES	4
2510	PROC	4
2511	PROC HAWAII ENTOMOL SOC	4
2512	PROC NATL ACAD SCI USA	4
2513	PROG BRAIN RES	4
2514	PROSTAGLANDINS	4
2515	REND LINCEI SCI FIS NAT	4
2516	RENEW ENERGY	4
2517	RES COMMUN BIOCHEM CELL MOL BIOL	4
2518	RES J MICROBIOL	4
2519	REV - OFF INT EPIZOOT	4
2520	REV BRAS CIENC SOLO	4
2521	REV PERU BIOL	4
2522	REYNOLDS,D R AND TAYLOR,J W	4
2523	RHODORA	4
2524	RINSHO TO UIRUSU	4
2525	RUSS ENTOMOL J	4
2526	SAMSON,R A AND PITT,J I	4
2527	SCAND J GASTROENTEROL	4
2528	SCHWEIZ ARCH TIERHEILKD	4
2529	SCI SIGNAL	4
2530	SCI SIN	4
2531	SCI SIN , SER B, CHEM BIOL AGRIC MED EARTH SCI	4
2532	SCIENTIFUR	4
2533	SEMIN CELL DEV BIOL	4
2534	SHI YAN SHENG WU XUE BAO	4
2535	SHOCK	4
2536	SOIL MICROORGANISMS	4
2537	SONGKLANAKARIN J SCI TECHNOL	4
2538	STEM CELL REPORTS	4
2539	SYS ASCOMYCETUM	4
2540	TAEHAN PAIROSU HAKHOE CHI	4
2541	TAIWAN LIN YE KE XUE	4
2542	TI ERH CHUN I TA HSUEH HSUEH PAO	4
2543	TIJDSCHR ENTOMOL	4
2544	TROP AGR DEVELOP	4
2545	TROP BRYOL	4
2546	TROP LIFE SCI RES	4
2547	TSITOL GENET	4
2548	TUMOUR BIOL	4
2549	TURK ENTOMOL DERG	4
2550	TUTMONDAJ SCIENCOJ TEK	4
2551	UCLA SYMP MOL CELL BIOL	4
2552	VET ARH	4
2553	VIE MILIEU	4
2554	WETCHASAN SATTAWAPHAET	4
2555	WIEN KLIN WOCHENSCHR	4
2556	WILDL RES	4
2557	WITTHAYASAN KASETSAT	4
2558	WUHAN ZHI WU XUE YAN JIU	4
2559	XIAMEN DA XUE XUE BAO ZI RAN KE XUE BAN	4
2560	YAKUGAKU ZASSHI	4
2561	YUNNAN ZHIWU YANJIU	4
2562	Z JAGDWISS	4
2563	ZHIWU FENLEI XUEBAO	4
2564	ZHIWUXUE TONGBAO	4
2565	ZHONGGUO BING DU XUE	4
2566	ZHONGGUO JISHENGCHONGBING FANGZHI ZAZHI	4
2567	ZHONGGUO KANG SHENG SU ZA ZHI	4
2568	ZHONGGUO MIAN YI XUE ZA ZHI	4
2569	ZHONGGUO SHI YAN XUE YE XUE ZA ZHI	4
2570	ZHONGGUO SHUIDAO KEXUE	4
2571	ZHONGGUO XU MU SHOU YI	4
2572	ZHONGGUO YOU LIAO ZUO WU XUE BAO	4
2573	ZHONGHUA XUE YE XUE ZA ZHI	4
2574	ZOOL BESPOZVON	4
2575	ABSTRACTS OF THE	3
2576	ACTA BIOL CRAC SER BOT	3
2577	ACTA BIOMATER	3
2578	ACTA CRYSTALLOGR F STRUCT BIOL COMMUN	3
2579	ACTA OECOL	3
2580	ACTA SOC BOT POL POL TOW BOT	3
2581	ACTA ZOOL	3
2582	ADV BIO TECH	3
2583	ADV POLAR SCI	3
2584	ADV SPACE RES	3
2585	ADV SYNTH CATAL	3
2586	AFR PLANT PROT	3
2587	AIDS PATIENT CARE STDS	3
2588	ALP BOT	3
2589	AM BIOL TEACH	3
2590	AM J BIOCHEM BIOTECHNOL	3
2591	AM J HYPERTENS	3
2592	AM J KIDNEY DIS	3
2593	AM J MED GENET B NEUROPSYCHIATR GENET	3
2594	AM J MED SCI	3
2595	AM MINERAL	3
2596	ANAL CHIM ACTA	3
2597	ANGEW CHEM INT ED ENG	3
2598	ANIM BEHAV	3
2599	ANIM FEED SCI TECHNOL	3
2600	ANIM GENET SUPPL	3
2601	ANN ALLERGY ASTHMA IMMUNOL	3
2602	ANN ANAT	3
2603	ANN BIOL RES	3
2604	ANN CARNEGIE MUS	3
2605	ANN INST PASTEUR IMMUNOL	3
2606	ANN LAB MED	3
2607	ANN NAT HIST MUS WIEN SER B BOT ZOOL	3
2608	ANNU REP OHARA HOSP	3
2609	ANTIBIOT MED BIOTEKHNOL	3
2610	ANTICANCER AGENTS MED CHEM	3
2611	APPL ENERGY	3
2612	APPL SOIL ECOL	3
2613	AQUAT INVADERS	3
2614	AQUAT MAMM	3
2615	ARCH DERMATOL RES	3
2616	ARCH MICROBIOL ,	3
2617	ARCH MOLLUSKENKD	3
2618	ARCH OPHTHALMOL	3
2619	ARCH PATHOL LAB MED	3
2620	ARCH RAZI INST	3
2621	ARCH VIROL -,	3
2622	ARCH VIROL SUPPL	3
2623	ARCT ANTARCT ALP RES	3
2624	ARTERIOSCLER THROMB	3
2625	ARTHROPOD STRUCT DEV	3
2626	ASIAN BIOMED	3
2627	ASIAN FISH SCI	3
2628	ASIAN PAC J TROP BIOMED	3
2629	ASIAN PAC J TROP DIS	3
2630	ASIAT HERPETOL RES	3
2631	ATMOS ENVIRON	3
2632	AUST J AGRIC RES	3
2633	AUST J CROP SCI	3
2634	BEIJING DA XUE XUE BAO	3
2635	BENEF MICROBES	3
2636	BERNHARD G	3
2637	BIOCATAL BIOTRANSFORMATION	3
2638	BIOCONJUG CHEM	3
2639	BIOESSAYS	3
2640	BIOLOGY	3
2641	BIOMASS BIOENERGY	3
2642	BIOMED REP	3
2643	BIOORG CHEM	3
2644	BIORESOUR BIOPROCESS	3
2645	BIOSCI MICROBIOTA FOOD HEALTH	3
2646	BIOSCI MICROFLORA	3
2647	BIOTECHNOL REP	3
2648	BIOTECNOL APL	3
2649	BIOTROPIA	3
2650	BIYUTIKNULUZHII KISHAVARZI	3
2651	BLOT,M	3
2652	BMC PUBLIC HEALTH	3
2653	BMC ZOOL	3
2654	BMJ	3
2655	BOL SEA	3
2656	BOLETUS	3
2657	BOLL SOC ITAL BIOL SPER	3
