*sample name	*organism	*taxonomy id	sample title	strain	breed	cultivar	isolate	label	description	*biome	*collection_date	*feature	*geo_loc_name	*lat_lon	*material	*project_name	*isol_growth_condt	*num_replicons	*ref_biomaterial	biotic_relationship	encoded_traits	estimated_size	extrachrom_elements	health_disease_stat	host_spec_range	pathogenicity	rel_to_oxygen	samp_collect_device	samp_mat_process	sample_size	source_mat_id	specific_host	subspecf_gen_lin	trophic_level	bioproject id	locus_tag_prefix
NBRC 101098	Alcanivorax sp. NBRC 101098	1113728	Alcanivorax sp. NBRC 101098	NBRC 101098						NA	NA	sea water	NA	NA	sea water	The NBRC Genome Sequencing Project for Pollutant-degrading bacteria	NA	1	NA	free living							aerobe				NBRC 101098			heterotroph	PRJDB2892	AS19
